"Common.Name","Code","Group","spp.num","name","in_bbs_aou","in_bbs_name","in_bbs","bbs_english","order","family","genus","species"
"Winter Wren","WIWR","eastern_forests",7220,"Winter Wren",TRUE,TRUE,TRUE,"unid. Pacific Wren / Winter Wren","Passeriformes","Troglodytidae","Troglodytes","pacificus / hiemalis"
"Wood Duck","WODU","waterbirds",1440,"Wood Duck",TRUE,TRUE,TRUE,"Wood Duck","Anseriformes","Anatidae","Aix","sponsa"
"Wood Stork","WOST","marshlands",1880,"Wood Stork",TRUE,TRUE,TRUE,"Wood Stork","Ciconiiformes","Ciconiidae","Mycteria","americana"
"Wood Thrush","WOTH","eastern_forests",7550,"Wood Thrush",TRUE,TRUE,TRUE,"Wood Thrush","Passeriformes","Turdidae","Hylocichla","mustelina"
"Woodhouse's Scrub-Jay","WOSJ","western_forests",NA,NA,FALSE,TRUE,TRUE,"Woodhouse's Scrub-Jay","Passeriformes","Corvidae","Aphelocoma","woodhouseii"
"Worm-eating Warbler","WEWA","eastern_forests",6390,"Worm-eating Warbler",TRUE,TRUE,TRUE,"Worm-eating Warbler","Passeriformes","Parulidae","Helmitheros","vermivorum"
"Wrentit","WREN","aridlands",7420,"Wrentit",TRUE,TRUE,TRUE,"Wrentit","Passeriformes","Sylviidae","Chamaea","fasciata"
"Yellow Rail","YERA","marshlands",2150,"Yellow Rail",TRUE,TRUE,TRUE,"Yellow Rail","Gruiformes","Rallidae","Coturnicops","noveboracensis"
"Yellow Warbler","YEWA","boreal_forests",6520,"Yellow Warbler",TRUE,TRUE,TRUE,"Yellow Warbler","Passeriformes","Parulidae","Setophaga","petechia"
"Yellow-bellied Flycatcher","YBFL","boreal_forests",4630,"Yellow-bellied Flycatcher",TRUE,TRUE,TRUE,"Yellow-bellied Flycatcher","Passeriformes","Tyrannidae","Empidonax","flaviventris"
"Yellow-bellied Sapsucker","YBSA","eastern_forests",4020,"Yellow-bellied Sapsucker",TRUE,TRUE,TRUE,"Yellow-bellied Sapsucker","Piciformes","Picidae","Sphyrapicus","varius"
"Yellow-billed Cuckoo","YBCU","eastern_forests",3870,"Yellow-billed Cuckoo",TRUE,TRUE,TRUE,"Yellow-billed Cuckoo","Cuculiformes","Cuculidae","Coccyzus","americanus"
"Yellow-billed Loon","YBLO","waterbirds",80,"Yellow-billed Loon",TRUE,TRUE,TRUE,"Yellow-billed Loon","Gaviiformes","Gaviidae","Gavia","adamsii"
"Yellow-billed Magpie","YBMA","western_forests",4760,"Yellow-billed Magpie",TRUE,TRUE,TRUE,"Yellow-billed Magpie","Passeriformes","Corvidae","Pica","nuttalli"
"Yellow-breasted Chat","YBCH","eastern_forests",6830,"Yellow-breasted Chat",TRUE,TRUE,TRUE,"Yellow-breasted Chat","Passeriformes","Icteriidae","Icteria","virens"
"Yellow-crowned Night-Heron","YCNH","marshlands",2030,"Yellow-crowned Night-Heron",TRUE,FALSE,TRUE,"Yellow-crowned Night Heron","Pelecaniformes","Ardeidae","Nyctanassa","violacea"
"Yellow-eyed Junco","YEJU","subtropical_forests",5700,"Yellow-eyed Junco",TRUE,TRUE,TRUE,"Yellow-eyed Junco","Passeriformes","Passerellidae","Junco","phaeonotus"
"Yellow-footed Gull","YFGU","coastal",491,"Yellow-footed Gull",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
"Yellow-headed Blackbird","YHBL","marshlands",4970,"Yellow-headed Blackbird",TRUE,TRUE,TRUE,"Yellow-headed Blackbird","Passeriformes","Icteridae","Xanthocephalus","xanthocephalus"
"Yellow-rumped Warbler","YRWA","boreal_forests",6556,NA,TRUE,FALSE,TRUE,"Yellow-rumped Warbler (all forms)","Passeriformes","Parulidae","Setophaga","coronata"
"Yellow-throated Vireo","YTVI","eastern_forests",6280,"Yellow-throated Vireo",TRUE,TRUE,TRUE,"Yellow-throated Vireo","Passeriformes","Vireonidae","Vireo","flavifrons"
"Yellow-throated Warbler","YTWA","eastern_forests",6630,"Yellow-throated Warbler",TRUE,TRUE,TRUE,"Yellow-throated Warbler","Passeriformes","Parulidae","Setophaga","dominica"
"Zone-tailed Hawk","ZTHA","western_forests",3400,"Zone-tailed Hawk",TRUE,TRUE,TRUE,"Zone-tailed Hawk","Accipitriformes","Accipitridae","Buteo","albonotatus"
